loyalty_id,customer_id,join_date,tier,points_balance,lifetime_spend,last_activity_date,enrolled_marketing
L001028,C01028,2025-03-05,Silver,302,454.03,2025-09-17,True
L002909,C02909,2024-02-23,Platinum,1007,1511.97,2025-06-11,False
L001723,C01723,2023-11-02,Silver,198,297.96,2025-04-17,False
L000920,C00920,2023-12-24,Gold,261,392.35,2025-08-30,True
L000282,C00282,2023-08-29,Gold,546,819.76,2025-06-07,True
L003419,C03419,2025-08-15,Silver,433,650.91,2025-05-04,True
L000217,C00217,2025-09-20,Platinum,2094,3141.66,2025-07-02,False
L002662,C02662,2024-10-23,Silver,1038,1557.05,2025-09-07,True
L004354,C04354,2025-09-09,Platinum,267,401.11,2025-05-30,True
L000816,C00816,2025-03-29,Silver,2411,3617.35,2025-09-08,False
L003605,C03605,2024-05-20,Silver,485,728.23,2025-06-14,True
L003371,C03371,2023-05-11,Silver,729,1093.54,2025-05-07,True
L002644,C02644,2025-09-09,Silver,1604,2406.3,2025-07-18,True
L002951,C02951,2023-04-19,Platinum,1295,1942.7,2025-07-16,True
L003653,C03653,2024-12-14,Silver,829,1243.69,2025-08-03,True
L000467,C00467,2023-11-15,Silver,1458,2187.96,2025-06-03,True
L000805,C00805,2024-11-29,Silver,221,332.72,2025-04-21,True
L002721,C02721,2025-09-05,Gold,533,800.78,2025-08-25,True
L002055,C02055,2023-06-23,Silver,1022,1533.89,2025-05-26,False
L001319,C01319,2023-06-06,Silver,317,476.44,2025-05-04,True
L002708,C02708,2025-06-03,Silver,796,1195.21,2025-06-18,True
L003784,C03784,2024-05-15,Silver,1925,2887.71,2025-08-11,True
L000942,C00942,2023-10-11,Gold,2303,3455.69,2025-07-23,False
L001949,C01949,2023-05-27,Silver,2243,3365.43,2025-08-15,False
L001167,C01167,2025-07-13,Silver,1543,2314.94,2025-08-12,False
L004961,C04961,2024-08-10,Gold,48,72.53,2025-05-28,False
L001207,C01207,2025-02-13,Gold,658,988.14,2025-05-27,False
L002752,C02752,2023-07-06,Silver,1631,2447.79,2025-06-15,True
L002518,C02518,2025-09-16,Silver,787,1181.99,2025-09-27,True
L001240,C01240,2025-02-16,Silver,405,608.9,2025-06-19,True
L001665,C01665,2023-06-17,Silver,363,545.48,2025-07-22,True
L001443,C01443,2025-01-10,Silver,1476,2215.39,2025-07-01,True
L003742,C03742,2025-08-08,Silver,106,159.24,2025-07-17,True
L000306,C00306,2024-07-01,Silver,630,945.1,2025-05-17,True
L003328,C03328,2023-12-21,Silver,843,1265.14,2025-09-27,True
L004302,C04302,2025-07-19,Gold,824,1237.48,2025-05-28,False
L000564,C00564,2025-01-07,Platinum,3183,4775.74,2025-05-09,False
L000045,C00045,2025-09-01,Silver,642,963.87,2025-05-02,True
L001253,C01253,2024-02-28,Silver,237,356.65,2025-05-09,True
L000572,C00572,2024-11-08,Silver,967,1451.23,2025-05-27,True
L002032,C02032,2025-09-04,Silver,1039,1558.58,2025-05-27,True
L003429,C03429,2024-11-27,Silver,1697,2546.53,2025-05-19,False
L004117,C04117,2024-09-13,Silver,943,1414.99,2025-07-17,True
L003207,C03207,2024-07-02,Silver,2161,3242.97,2025-07-04,True
L001492,C01492,2023-08-09,Gold,1367,2051.67,2025-07-04,True
L001007,C01007,2023-09-14,Gold,1199,1798.87,2025-06-27,True
L004624,C04624,2025-01-30,Silver,2200,3300.47,2025-05-15,False
L001918,C01918,2023-08-07,Gold,942,1413.73,2025-07-03,True
L002195,C02195,2025-08-21,Silver,1243,1864.58,2025-09-09,True
L000629,C00629,2025-08-12,Gold,1876,2815.44,2025-07-26,False
L002454,C02454,2024-05-11,Silver,1646,2469.64,2025-08-07,False
L003015,C03015,2025-03-28,Gold,42,63.2,2025-04-04,True
L002778,C02778,2023-09-30,Silver,1162,1743.89,2025-06-12,True
L003968,C03968,2023-06-12,Silver,625,938.18,2025-07-05,True
L002582,C02582,2024-06-14,Silver,64,97.13,2025-09-11,True
L003146,C03146,2023-10-26,Silver,98,147.37,2025-09-01,True
L000656,C00656,2023-09-12,Platinum,699,1049.81,2025-07-10,True
L003493,C03493,2024-08-19,Silver,913,1370.07,2025-08-08,False
L002225,C02225,2024-11-10,Gold,64,97.48,2025-06-29,True
L004358,C04358,2025-08-23,Silver,462,693.77,2025-04-29,True
L003976,C03976,2024-02-27,Silver,185,278.44,2025-06-15,False
L000996,C00996,2025-01-16,Silver,835,1253.34,2025-07-30,True
L002751,C02751,2024-06-20,Silver,676,1014.82,2025-05-06,False
L002481,C02481,2025-03-26,Silver,226,340.21,2025-08-01,True
L001112,C01112,2025-02-07,Silver,2346,3519.51,2025-05-09,True
L002394,C02394,2024-11-27,Silver,1576,2364.03,2025-05-27,False
L001290,C01290,2025-02-18,Gold,616,925.24,2025-09-02,False
L001862,C01862,2023-07-31,Silver,2128,3192.9,2025-07-10,True
L001455,C01455,2024-06-12,Gold,381,571.97,2025-06-30,True
L000041,C00041,2024-06-20,Gold,701,1052.81,2025-06-21,True
L002321,C02321,2025-04-23,Gold,992,1488.39,2025-09-04,True
L000305,C00305,2024-10-10,Silver,1589,2384.95,2025-05-31,True
L001878,C01878,2024-06-19,Silver,775,1163.84,2025-05-09,True
L003788,C03788,2024-09-24,Platinum,750,1126.22,2025-09-05,True
L002208,C02208,2024-12-24,Silver,3200,4801.49,2025-08-04,True
L000944,C00944,2024-07-26,Silver,2369,3554.26,2025-08-07,True
L003425,C03425,2024-03-12,Gold,1676,2515.2,2025-06-10,True
L004565,C04565,2023-08-23,Silver,600,901.42,2025-05-31,True
L003651,C03651,2024-03-15,Platinum,1160,1741.39,2025-09-08,False
L002888,C02888,2025-04-24,Platinum,3477,5215.64,2025-09-08,True
L004246,C04246,2023-06-22,Silver,3026,4539.47,2025-09-05,True
L001078,C01078,2025-04-08,Gold,1375,2062.81,2025-07-01,True
L002666,C02666,2023-10-22,Gold,1853,2780.94,2025-06-04,False
L004425,C04425,2023-10-09,Silver,240,360.31,2025-07-12,True
L000014,C00014,2023-08-10,Gold,110,165.16,2025-04-24,True
L001097,C01097,2024-09-18,Silver,952,1428.0,2025-04-08,True
L003823,C03823,2023-07-20,Silver,1440,2161.01,2025-05-06,False
L000680,C00680,2025-02-11,Gold,1543,2314.86,2025-06-22,True
L002788,C02788,2024-03-18,Gold,1724,2586.53,2025-05-02,True
L001177,C01177,2025-01-29,Gold,1257,1886.37,2025-05-07,True
L004095,C04095,2025-09-12,Silver,74,111.75,2025-08-01,True
L004888,C04888,2025-06-06,Silver,486,730.4,2025-04-28,True
L002545,C02545,2025-04-24,Silver,240,361.08,2025-04-25,True
L000058,C00058,2025-07-26,Silver,1938,2908.13,2025-08-03,True
L002000,C02000,2023-10-17,Silver,281,422.14,2025-08-22,True
L002325,C02325,2025-05-25,Silver,30,46.31,2025-04-09,False
L004807,C04807,2025-06-30,Silver,85,127.92,2025-05-29,True
L003199,C03199,2023-09-14,Silver,1475,2213.32,2025-07-27,True
L003135,C03135,2023-07-17,Silver,435,653.23,2025-09-26,True
L002127,C02127,2025-08-02,Gold,1128,1692.5,2025-08-26,False
L001663,C01663,2023-06-10,Silver,212,318.91,2025-09-10,True
L002064,C02064,2025-06-26,Silver,1223,1834.64,2025-08-27,True
L003571,C03571,2025-03-22,Silver,450,675.4,2025-08-09,False
L002658,C02658,2023-08-20,Gold,3001,4502.32,2025-05-07,True
L002787,C02787,2024-04-29,Silver,523,785.01,2025-06-18,False
L003185,C03185,2025-04-26,Silver,664,996.89,2025-08-26,False
L004201,C04201,2024-04-05,Gold,2330,3496.27,2025-06-05,True
L002500,C02500,2025-01-07,Silver,1251,1877.67,2025-08-20,True
L003145,C03145,2024-12-02,Silver,709,1064.05,2025-09-19,True
L003186,C03186,2023-10-13,Silver,807,1211.58,2025-08-06,False
L003129,C03129,2025-04-13,Silver,1046,1569.06,2025-07-10,True
L003940,C03940,2024-05-12,Gold,635,952.96,2025-06-08,True
L001836,C01836,2025-05-20,Silver,2050,3076.15,2025-09-16,False
L003437,C03437,2025-04-09,Silver,611,916.66,2025-08-20,True
L004580,C04580,2024-06-21,Silver,1142,1713.5,2025-07-20,True
L003081,C03081,2024-04-07,Gold,937,1406.15,2025-05-19,True
L002544,C02544,2025-08-06,Gold,949,1424.2,2025-09-30,False
L002810,C02810,2024-02-13,Platinum,1520,2280.84,2025-05-21,True
L001923,C01923,2024-06-20,Silver,2366,3549.9,2025-07-22,True
L003229,C03229,2023-12-12,Silver,1080,1621.38,2025-04-08,True
L000966,C00966,2025-05-28,Silver,283,424.54,2025-08-01,True
L003561,C03561,2023-12-10,Silver,128,192.09,2025-06-19,True
L000320,C00320,2025-08-08,Silver,1005,1507.52,2025-05-23,False
L003484,C03484,2024-11-20,Silver,313,469.5,2025-05-29,True
L002075,C02075,2023-07-12,Silver,1630,2445.22,2025-06-11,True
L002030,C02030,2024-11-06,Silver,1172,1758.63,2025-05-29,True
L002310,C02310,2024-12-02,Silver,1329,1994.83,2025-04-25,True
L003706,C03706,2025-04-02,Platinum,104,156.56,2025-09-22,True
L003132,C03132,2024-12-12,Gold,617,926.58,2025-08-16,True
L001398,C01398,2025-06-28,Silver,776,1164.52,2025-04-19,False
L001254,C01254,2024-05-06,Gold,1384,2076.12,2025-08-21,True
L002928,C02928,2025-08-21,Silver,1904,2856.31,2025-06-19,True
L000158,C00158,2025-01-14,Silver,1513,2270.33,2025-08-15,True
L002872,C02872,2025-07-11,Silver,692,1038.0,2025-09-08,True
L002378,C02378,2025-02-11,Silver,1676,2514.76,2025-06-04,True
L002107,C02107,2024-03-05,Silver,1343,2015.31,2025-05-29,True
L002739,C02739,2023-12-04,Platinum,882,1324.23,2025-08-05,True
L000181,C00181,2024-06-22,Silver,1201,1801.86,2025-05-07,True
L002799,C02799,2025-08-01,Silver,639,959.34,2025-04-07,False
L002384,C02384,2025-09-11,Gold,956,1435.46,2025-09-11,True
L001071,C01071,2024-07-25,Gold,854,1281.23,2025-08-27,True
L003946,C03946,2024-11-03,Gold,1762,2643.87,2025-08-04,True
L003452,C03452,2023-05-08,Gold,709,1063.81,2025-08-22,False
L000274,C00274,2024-07-13,Platinum,1106,1659.74,2025-04-11,True
L000928,C00928,2024-11-28,Gold,773,1160.66,2025-05-31,True
L002276,C02276,2025-09-08,Silver,1730,2596.11,2025-08-26,True
L003881,C03881,2024-04-17,Silver,7,10.84,2025-05-23,False
L002371,C02371,2023-06-26,Silver,2903,4355.48,2025-09-01,False
L004231,C04231,2024-03-20,Gold,1167,1750.69,2025-08-25,False
L004375,C04375,2023-08-23,Silver,1751,2627.8,2025-05-24,True
L001203,C01203,2023-06-02,Gold,1132,1698.07,2025-08-30,True
L002817,C02817,2023-09-09,Silver,237,356.26,2025-08-14,True
L004939,C04939,2023-05-21,Silver,900,1351.08,2025-05-22,True
L001793,C01793,2024-01-03,Silver,2096,3144.24,2025-05-26,False
L003931,C03931,2025-09-06,Silver,3250,4875.25,2025-07-13,False
L004747,C04747,2023-11-30,Silver,142,214.31,2025-06-05,True
L004192,C04192,2024-01-04,Silver,174,261.27,2025-04-14,True
L003061,C03061,2024-01-01,Silver,377,566.96,2025-09-03,True
L000598,C00598,2025-08-03,Gold,611,917.03,2025-07-18,False
L003943,C03943,2025-03-02,Silver,2530,3796.06,2025-09-21,True
L001144,C01144,2024-03-18,Silver,772,1158.64,2025-07-30,False
L004352,C04352,2025-03-22,Silver,561,841.99,2025-07-04,True
L002019,C02019,2024-06-23,Gold,1705,2558.67,2025-08-03,True
L001206,C01206,2024-01-17,Silver,2682,4023.25,2025-07-31,True
L004298,C04298,2023-06-22,Silver,203,305.68,2025-05-12,True
L002946,C02946,2023-12-08,Silver,1079,1618.6,2025-07-24,True
L004751,C04751,2023-10-02,Gold,149,223.72,2025-05-22,False
L004509,C04509,2024-07-13,Silver,1310,1966.3,2025-07-31,True
L003686,C03686,2025-04-22,Gold,737,1105.7,2025-05-24,False
L002513,C02513,2024-07-25,Silver,2296,3444.52,2025-09-25,True
L000853,C00853,2023-08-12,Silver,690,1035.33,2025-04-28,False
L004538,C04538,2025-04-24,Silver,319,478.72,2025-05-22,True
L002864,C02864,2025-07-30,Silver,474,712.27,2025-07-24,True
L002919,C02919,2024-02-13,Silver,258,388.24,2025-09-26,True
L000831,C00831,2023-12-25,Gold,241,362.69,2025-05-03,False
L000661,C00661,2025-08-01,Silver,1350,2025.66,2025-06-26,False
L000027,C00027,2025-01-29,Silver,520,780.67,2025-08-09,True
L004620,C04620,2024-08-28,Gold,298,447.06,2025-04-25,True
L001852,C01852,2025-07-24,Silver,490,736.45,2025-06-20,True
L002034,C02034,2025-07-14,Gold,2169,3253.59,2025-08-22,True
L000210,C00210,2024-11-20,Silver,637,955.5,2025-04-04,True
L000241,C00241,2023-09-15,Gold,67,100.92,2025-06-25,True
L000353,C00353,2024-06-03,Silver,445,667.78,2025-07-07,True
L003261,C03261,2025-07-12,Silver,871,1307.7,2025-07-01,True
L003030,C03030,2025-03-15,Gold,175,263.95,2025-04-27,False
L000894,C00894,2024-05-08,Silver,410,615.05,2025-06-20,False
L001549,C01549,2023-10-15,Silver,1190,1786.42,2025-09-24,True
L004563,C04563,2025-09-24,Platinum,272,408.4,2025-08-01,True
L003623,C03623,2024-02-18,Silver,709,1064.38,2025-08-11,True
L002731,C02731,2025-02-03,Gold,1892,2839.33,2025-04-22,True
L002124,C02124,2025-03-29,Silver,1164,1746.02,2025-05-02,False
L002722,C02722,2023-10-06,Silver,310,466.04,2025-04-14,True
L000784,C00784,2025-09-14,Gold,1358,2038.16,2025-07-03,False
L003447,C03447,2024-12-01,Silver,590,885.04,2025-08-07,True
L001454,C01454,2024-09-24,Gold,605,908.93,2025-05-29,True
L000165,C00165,2023-07-28,Silver,813,1219.78,2025-04-27,True
L001908,C01908,2024-09-17,Silver,1025,1538.5,2025-09-26,True
L004135,C04135,2024-11-24,Gold,156,234.07,2025-04-17,False
L002224,C02224,2024-11-17,Silver,1358,2037.81,2025-04-25,True
L002907,C02907,2023-09-26,Gold,1236,1854.12,2025-09-20,True
L003998,C03998,2024-05-17,Platinum,1722,2584.46,2025-04-05,True
L004744,C04744,2025-06-11,Silver,263,395.06,2025-07-17,True
L003162,C03162,2023-08-12,Silver,1632,2448.84,2025-05-09,False
L002257,C02257,2024-03-23,Silver,656,984.3,2025-04-25,True
L001896,C01896,2023-11-30,Silver,803,1205.96,2025-09-30,False
L004789,C04789,2025-02-25,Silver,1855,2782.75,2025-07-05,True
L002980,C02980,2023-10-26,Silver,1938,2907.84,2025-04-18,False
L000786,C00786,2025-02-09,Platinum,1150,1725.69,2025-06-12,True
L004227,C04227,2023-09-03,Gold,1207,1811.26,2025-06-21,False
L004212,C04212,2024-10-28,Silver,1465,2198.76,2025-07-14,True
L004129,C04129,2024-12-01,Platinum,853,1279.62,2025-08-08,True
L003923,C03923,2024-06-23,Silver,1339,2009.65,2025-06-18,True
L003351,C03351,2025-09-10,Silver,429,644.32,2025-06-19,True
L001804,C01804,2024-02-24,Silver,1781,2672.23,2025-09-02,True
L000309,C00309,2023-12-23,Gold,809,1214.87,2025-05-11,True
L000973,C00973,2023-04-21,Silver,0,1.29,2025-05-07,True
L001940,C01940,2025-09-30,Gold,383,574.55,2025-09-05,True
L001276,C01276,2025-08-17,Silver,619,929.07,2025-04-25,True
L001649,C01649,2024-10-25,Platinum,1347,2020.86,2025-06-01,True
L004557,C04557,2025-05-14,Silver,2603,3905.42,2025-04-14,True
L004957,C04957,2023-10-27,Gold,374,562.11,2025-06-26,True
L001227,C01227,2024-05-19,Gold,883,1324.92,2025-04-17,True
L001405,C01405,2024-05-14,Gold,299,449.88,2025-07-20,False
L002964,C02964,2025-03-14,Silver,758,1138.13,2025-05-08,True
L002356,C02356,2023-05-20,Silver,1882,2824.07,2025-08-14,True
L004845,C04845,2023-06-10,Silver,906,1360.4,2025-06-12,False
L001676,C01676,2025-08-13,Silver,391,587.77,2025-07-01,True
L003533,C03533,2023-12-23,Silver,118,177.14,2025-05-19,True
L004573,C04573,2023-04-23,Gold,83,124.72,2025-07-13,True
L001749,C01749,2024-12-27,Silver,124,186.94,2025-05-02,True
L002494,C02494,2023-10-24,Silver,873,1310.21,2025-08-03,False
L004422,C04422,2023-10-20,Silver,1338,2008.41,2025-09-24,True
L003683,C03683,2023-08-19,Silver,868,1302.41,2025-04-14,False
L001194,C01194,2023-10-30,Silver,170,255.2,2025-04-12,True
L003732,C03732,2024-11-24,Platinum,814,1221.12,2025-07-11,True
L003523,C03523,2025-07-29,Silver,1271,1906.96,2025-06-09,False
L002303,C02303,2025-07-13,Platinum,494,742.28,2025-04-14,True
L001431,C01431,2024-07-07,Platinum,74,111.0,2025-07-19,True
L003821,C03821,2024-10-10,Platinum,184,277.01,2025-07-06,False
L003567,C03567,2024-11-04,Gold,575,863.04,2025-07-18,True
L001807,C01807,2024-10-03,Silver,985,1478.05,2025-05-02,True
L004250,C04250,2024-08-17,Gold,1131,1696.88,2025-08-13,False
L002884,C02884,2023-07-12,Gold,435,652.5,2025-05-27,True
L001857,C01857,2024-12-09,Gold,1163,1745.17,2025-07-01,True
L000117,C00117,2025-05-16,Silver,28,42.27,2025-07-17,False
L001965,C01965,2025-01-29,Platinum,1365,2047.68,2025-09-21,True
L004517,C04517,2025-02-16,Gold,1028,1542.09,2025-07-31,True
L002916,C02916,2024-10-20,Gold,3384,5076.52,2025-07-20,False
L003099,C03099,2024-07-28,Gold,1900,2851.34,2025-09-24,True
L000421,C00421,2025-01-11,Gold,1300,1951.18,2025-08-03,True
L002278,C02278,2025-01-14,Silver,504,756.07,2025-08-02,True
L001355,C01355,2024-08-19,Gold,1227,1841.31,2025-09-11,True
L003314,C03314,2023-09-17,Gold,1875,2812.68,2025-06-06,False
L001378,C01378,2023-10-12,Silver,811,1216.56,2025-06-30,True
L003196,C03196,2023-11-07,Silver,19,28.77,2025-04-04,True
L000833,C00833,2024-05-04,Silver,280,421.32,2025-04-13,False
L002767,C02767,2024-03-07,Platinum,642,964.01,2025-08-09,False
L002543,C02543,2025-02-19,Platinum,1532,2299.49,2025-04-14,False
L001055,C01055,2025-01-21,Silver,2935,4403.13,2025-04-21,True
L000425,C00425,2023-08-19,Silver,891,1337.23,2025-06-14,False
L001487,C01487,2024-02-21,Gold,1505,2257.93,2025-09-17,True
L002738,C02738,2023-06-19,Silver,336,504.21,2025-04-07,True
L001354,C01354,2024-03-03,Silver,436,654.07,2025-04-30,True
L000173,C00173,2024-06-10,Silver,1191,1786.92,2025-08-07,True
L001475,C01475,2025-01-10,Gold,1209,1814.19,2025-09-04,True
L002087,C02087,2023-10-29,Gold,1651,2476.61,2025-08-30,True
L000248,C00248,2025-08-06,Platinum,229,344.33,2025-08-08,False
L003612,C03612,2024-04-17,Gold,1146,1720.14,2025-05-26,True
L000428,C00428,2024-06-18,Silver,2193,3290.01,2025-09-28,True
L003421,C03421,2024-04-25,Gold,2099,3149.49,2025-04-20,True
L001669,C01669,2024-11-15,Gold,1732,2599.27,2025-04-05,True
L000167,C00167,2024-04-19,Platinum,1634,2452.02,2025-09-22,True
L002360,C02360,2025-03-26,Platinum,328,492.87,2025-09-14,True
L001336,C01336,2025-07-03,Gold,877,1316.73,2025-08-02,True
L001407,C01407,2025-07-03,Gold,1113,1670.93,2025-04-17,True
L003586,C03586,2024-01-24,Gold,1205,1807.77,2025-04-27,False
L004344,C04344,2024-08-01,Silver,951,1427.5,2025-09-21,True
L002717,C02717,2025-01-20,Platinum,1033,1550.25,2025-05-16,True
L003705,C03705,2023-06-10,Silver,589,884.87,2025-04-15,True
L000926,C00926,2024-05-08,Silver,1072,1609.37,2025-08-05,True
L003266,C03266,2023-12-17,Platinum,1872,2808.73,2025-06-16,True
L003827,C03827,2023-11-25,Silver,751,1126.64,2025-07-06,True
L004669,C04669,2024-10-21,Silver,3082,4624.19,2025-05-19,True
L001715,C01715,2025-05-11,Gold,722,1084.34,2025-04-12,False
L004067,C04067,2025-01-21,Gold,1369,2054.29,2025-05-06,True
L003834,C03834,2024-10-14,Gold,580,870.57,2025-08-07,True
L000752,C00752,2023-11-10,Gold,796,1194.37,2025-08-24,False
L000908,C00908,2023-08-19,Silver,1210,1815.93,2025-06-30,True
L003255,C03255,2024-12-20,Silver,118,177.93,2025-07-12,True
L004398,C04398,2024-09-15,Platinum,206,309.07,2025-04-05,True
L002923,C02923,2023-07-31,Gold,2477,3716.36,2025-04-14,True
L001653,C01653,2024-06-13,Silver,512,768.09,2025-05-30,True
L002792,C02792,2024-06-29,Silver,326,489.42,2025-04-17,True
L004478,C04478,2024-12-28,Gold,762,1144.18,2025-06-06,True
L000334,C00334,2024-08-29,Silver,1803,2704.96,2025-04-30,False
L001402,C01402,2024-12-21,Silver,1697,2546.18,2025-04-14,True
L002205,C02205,2024-10-19,Gold,3409,5114.87,2025-04-12,True
L001945,C01945,2025-09-22,Gold,44,67.13,2025-04-04,True
L001271,C01271,2023-04-30,Gold,853,1280.68,2025-09-30,True
L000652,C00652,2024-09-02,Silver,1750,2626.28,2025-04-15,False
L000529,C00529,2025-06-06,Silver,2035,3053.38,2025-05-29,True
L003854,C03854,2024-02-05,Silver,57,85.52,2025-04-04,True
L000437,C00437,2025-03-12,Gold,1922,2883.35,2025-07-19,False
L002702,C02702,2025-03-14,Gold,1365,2047.9,2025-05-21,True
L001644,C01644,2025-01-19,Silver,636,955.31,2025-08-29,True
L003074,C03074,2025-05-20,Silver,2492,3738.39,2025-06-30,True
L003481,C03481,2024-01-23,Silver,1371,2056.53,2025-05-19,True
L003664,C03664,2024-01-22,Silver,178,267.82,2025-07-08,False
L002992,C02992,2025-09-24,Gold,347,521.49,2025-07-29,True
L001557,C01557,2024-08-09,Silver,478,718.25,2025-09-30,True
L002463,C02463,2025-08-25,Silver,1213,1819.65,2025-06-09,True
L002342,C02342,2025-03-27,Silver,1373,2059.67,2025-09-07,True
L002483,C02483,2023-10-20,Silver,924,1387.21,2025-09-11,True
L003488,C03488,2023-05-27,Silver,239,359.52,2025-08-03,True
L004983,C04983,2023-08-26,Platinum,977,1465.78,2025-08-09,True
L004147,C04147,2024-07-14,Gold,632,949.06,2025-06-13,True
L000718,C00718,2025-04-06,Silver,993,1490.61,2025-07-08,True
L000287,C00287,2023-12-08,Silver,1087,1631.96,2025-06-08,True
L004157,C04157,2023-09-16,Platinum,229,344.57,2025-07-28,False
L003952,C03952,2023-07-28,Silver,262,393.91,2025-05-19,False
L004767,C04767,2024-06-08,Platinum,1927,2891.46,2025-06-06,True
L004297,C04297,2024-11-25,Gold,1623,2435.15,2025-04-22,True
L000293,C00293,2024-11-21,Platinum,1662,2493.02,2025-05-16,False
L001824,C01824,2023-04-21,Platinum,567,851.3,2025-05-09,True
L004460,C04460,2024-05-03,Silver,239,359.48,2025-04-09,True
L001138,C01138,2024-08-14,Silver,252,378.83,2025-09-27,True
L002728,C02728,2023-12-09,Gold,886,1329.07,2025-09-06,True
L004735,C04735,2024-11-26,Gold,158,237.19,2025-06-30,False
L001564,C01564,2023-12-08,Gold,2369,3553.54,2025-08-12,True
L004673,C04673,2025-01-12,Silver,1496,2245.32,2025-07-12,True
L000746,C00746,2024-06-26,Silver,466,699.34,2025-04-27,True
L004810,C04810,2024-11-30,Silver,1468,2203.35,2025-09-24,True
L003517,C03517,2025-09-18,Gold,404,606.38,2025-04-09,True
L004867,C04867,2023-05-10,Gold,798,1197.31,2025-04-21,False
L002381,C02381,2023-06-20,Gold,787,1181.89,2025-08-14,True
L004485,C04485,2024-03-16,Gold,1827,2741.12,2025-05-05,False
L003618,C03618,2025-08-13,Silver,756,1134.59,2025-07-17,True
L001759,C01759,2023-10-30,Silver,197,296.86,2025-04-08,False
L001256,C01256,2023-08-14,Silver,1835,2752.88,2025-05-02,False
L000797,C00797,2023-09-14,Silver,1469,2204.82,2025-06-05,True
L002966,C02966,2024-01-27,Silver,1642,2464.24,2025-06-27,True
L000969,C00969,2025-05-09,Gold,216,325.36,2025-09-15,False
L003024,C03024,2024-09-02,Silver,1731,2596.78,2025-06-27,True
L001482,C01482,2025-08-15,Silver,1630,2445.04,2025-06-19,True
